row_id,engagement_score
89310,2.970306989795895
89311,2.1660869331065817
89312,3.8924409637188164
89313,3.9437865986394334
89314,3.7765790476190535
89315,3.4222455668934177
89316,2.373242721088438
89317,2.002795544217697
89318,2.8568754421768796
89319,3.06955932075859
89320,4.013558197278902
89321,3.8463085147392277
89322,3.4795947902494326
89323,4.132888859473862
89324,3.7566710544217305
89325,4.2866190816326535
89326,4.5744603741496634
89327,4.0309874092970635
89328,3.308262244897949
89329,3.3922213605441827
89330,2.3834164625850427
89331,4.708229438775504
89332,3.504221972789098
89333,4.826787653061213
89334,4.0380461904761935
89335,3.919267857400534
89336,2.0634091589363033
89337,2.4892672165532868
89338,3.704780941043085
89339,2.697266224489793
89340,3.280370238095238
89341,3.4731712832405672
89342,3.7466157482993245
89343,2.2136344897959233
89344,3.2578977040816635
89345,3.7930111224489877
89346,4.105246906823331
89347,2.7858269671201876
89348,3.825086496598633
89349,3.5802404158936407
89350,3.9835801077097455
89351,2.7975699999999932
89352,3.6507282653061175
89353,4.590321734693873
89354,2.359759931972787
89355,3.987349149659859
89356,4.126207420634928
89357,4.312858775510176
89358,3.6374535714285936
89359,2.74139299319728
89360,3.412718707483002
89361,4.239256592970506
89362,3.621810816326513
89363,2.1683035884353865
89364,4.210220048958968
89365,3.5619484693877537
89366,3.668686258503413
89367,3.557876173469406
89368,4.2927319614512145
89369,3.760989180581325
89370,3.545601643990941
89371,4.5510978571428895
89372,3.8797309863945566
89373,2.763841054421774
89374,2.9546470748299485
89375,3.7693964373325
89376,3.545290134250673
89377,4.048665510204064
89378,4.376709240362813
89379,4.072323331271911
89380,4.105934523809524
89381,3.212620493197276
89382,4.015427261904749
89383,2.8139968990929707
89384,4.621520204081596
89385,4.842024648526044
89386,3.386575646258525
89387,3.9912742625231807
89388,4.1813458163265285
89389,3.7602077009894836
89390,4.449299693877511
89391,3.8128362528344724
89392,3.2639140136054454
89393,2.6596126190476377
89394,4.158770272108823
89395,2.915105918367358
89396,3.8721215306122327
89397,3.8770966326530663
89398,3.6187298041641
89399,2.021881598639453
89400,2.6122435714285843
89401,3.428350306122459
89402,3.5862931524427943
89403,4.141704251700682
89404,3.984365714285704
89405,2.811840884353736
89406,2.789286638322
89407,3.6303671768707466
89408,3.539751700680269
89409,4.019848446711996
89410,1.8967769047619079
89411,3.9907465986394586
89412,3.6185720975056768
89413,4.473000170067999
89414,4.142376270514462
89415,2.460116190476193
89416,2.3919939229025013
89417,3.6490725963719037
89418,3.3708720238095338
89419,4.003194115646256
89420,2.3122589115646277
89421,2.2758541496598683
89422,3.1700690816326396
89423,3.8284297619047765
89424,4.136272653061221
89425,4.374724132653052
89426,3.3134409863945633
89427,2.59016054421769
89428,3.659741087920014
89429,4.092786666666654
89430,3.4785117687074774
89431,3.355062602040813
89432,4.027996972789077
89433,3.917092653061181
89434,4.420357565172915
89435,2.3221664965986535
89436,2.022974557823125
89437,2.3722758730158744
89438,3.9696317346938867
89439,2.4860610544217883
89440,4.2692083843537345
89441,3.3425567006802734
89442,3.9414828911564506
89443,2.791792380952376
89444,3.3592926870748254
89445,4.367891848905064
89446,3.925433945578212
89447,2.16370250000001
89448,3.6586654761904804
89449,1.9794410384456806
89450,2.5106925170068033
89451,4.01820432024325
89452,4.002658809523813
89453,3.571265680272084
89454,2.7510522278911567
89455,3.09389288548753
89456,2.6921056009070354
89457,4.276850890022675
89458,4.060511632653035
89459,2.459491343537423
89460,3.0472407596371913
89461,3.4703952721088562
89462,4.221071156462565
89463,3.0381886507936726
89464,3.007171984126984
89465,4.255207448979599
89466,4.409197891156456
89467,3.6112669047618966
89468,3.7910768367346637
89469,2.082216309523811
89470,1.0919463151927453
89471,4.310604812925161
89472,4.149979285714288
89473,2.8367664625850617
89474,2.9845200000000087
89475,3.9743672448979317
89476,3.602829365079379
89477,2.456131734693864
89478,3.3180574489796144
89479,2.8916428030302983
89480,3.476475079365073
89481,3.473829353741502
89482,3.503918333333327
89483,3.471964421768702
89484,3.715730414347554
89485,4.163007755102039
89486,3.892407789115648
89487,4.400967721088421
89488,2.541132522675736
89489,3.9506232653061097
89490,3.3309357142857134
89491,2.6441070861678124
89492,3.677561666666639
89493,4.15317908163265
89494,4.215417448979596
89495,2.9370548979591833
89496,3.230433231292503
89497,3.202886037414968
89498,3.0487758616780045
89499,3.8358477607709593
89500,3.5525307993197215
89501,3.6497435034013526
89502,2.031625681302825
89503,4.295478809523779
89504,2.493737946299734
89505,4.418226462585027
89506,2.3231388662131467
89507,4.069413083900197
89508,2.9330893197279058
89509,3.8798847619047487
89510,4.27289013605439
89511,3.8746361904761786
89512,4.057525578231281
89513,4.049030510204082
89514,3.5779963605442093
89515,3.7244747959183724
89516,2.262058741496592
89517,2.675886598639465
89518,4.00508404761903
89519,4.845642653061246
89520,3.852033061224494
89521,4.194071054421766
89522,2.8339361904762086
89523,4.030556649659862
89524,3.798267154195008
89525,3.673307142857117
89526,3.7336910430839074
89527,3.4227981931560643
89528,3.71558139455783
89529,3.475099285714288
89530,4.147808061224473
89531,2.9622824829931913
89532,3.736549654195011
89533,2.253522619047617
89534,3.1033578571428446
89535,3.758626768707473
89536,3.0923904761904746
89537,3.6907586734693916
89538,2.857891723356006
89539,2.1958216666666748
89540,2.5393563718820933
89541,3.919182517006783
89542,3.4350715419501174
89543,3.0146123809524026
89544,3.842653004535137
89545,3.4274542501546055
89546,4.459202482993198
89547,4.752740340136066
89548,2.9785145294784594
89549,3.608147074829931
89550,4.320678011750142
89551,3.887059897959201
89552,2.787818231292511
89553,3.808067219883295
89554,3.617919869099147
89555,3.113750289115644
89556,2.7819307142857226
89557,4.263935476190499
89558,2.6813019727891243
89559,3.117116377551042
89560,2.1259790986394633
89561,4.726832142857138
89562,3.623752560534708
89563,3.5297366666666403
89564,3.8219155612244933
89565,4.1996680952380885
89566,2.524612687074815
89567,2.5952913548752816
89568,1.85232355442176
89569,4.464266643990918
89570,3.269127675736973
89571,4.006670340136037
89572,3.9912009729952627
89573,3.1942147619047625
89574,3.482544353741492
89575,3.470769081632673
89576,4.577010884353741
89577,3.4990053061224526
89578,4.4419455158730115
89579,4.010585935374147
89580,4.45328632653058
89581,4.446325238095239
89582,2.3432071428571373
89583,3.7955169047619326
89584,2.0106767346938774
89585,3.3279914965986537
89586,4.160993367346942
89587,4.311404931972791
89588,3.9392553514739155
89589,3.9854296598639354
89590,4.072875952380931
89591,1.9901121428571373
89592,3.4830390929705306
89593,3.9677373469387756
89594,3.067872755102067
89595,3.9713599149659875
89596,3.989414722222212
89597,4.084458027210889
89598,3.3904410204081548
89599,2.88147649659865
89600,2.3731220068027348
89601,3.9046896598639314
89602,3.8216718367346805
89603,3.8421841723355956
89604,2.7204609863945493
89605,2.2767596428571375
89606,2.8338384693877487
89607,1.394219965986402
89608,4.300292282003692
89609,4.655168775510202
89610,2.40235484126984
89611,3.7480865646258428
89612,3.983699070294775
89613,3.1477622619047634
89614,3.286643673469389
89615,3.8712257077446197
89616,4.533314064625854
89617,2.69440572562358
89618,4.259080102040826
89619,3.3682631746031872
89620,3.28398780612245
89621,2.2734136564625995
89622,4.094466632653053
89623,3.7891257312925135
89624,4.2085712404658855
89625,4.1929638095238
89626,3.123347108843535
89627,3.1669025510204007
89628,3.88175676870748
89629,3.7059905194012344
89630,4.463630102040833
89631,3.2998603401360533
89632,1.3073756462585011
89633,3.6036600561739838
89634,3.696039172335596
89635,2.9762055668934293
89636,3.1060886054421624
89637,4.415865544733038
89638,4.013554739229028
89639,3.915806326530621
89640,2.9694102453102484
89641,2.917005850340131
89642,3.2974621428571376
89643,3.847051269841258
89644,3.5094668027211005
89645,3.7664647619047464
89646,1.787520238095236
89647,4.3362476360544315
89648,3.244077482993204
89649,3.5272640136054534
89650,3.90271552721089
89651,2.627174931972796
89652,4.175666493030778
89653,3.9395648752834296
89654,3.8297188095237984
89655,4.425413348794034
89656,4.469667193877559
89657,3.2319889270253537
89658,3.803160000000004
89659,4.5374492743763986
89660,4.327843265306094
89661,3.6316330839002497
89662,2.701235680272103
89663,4.119406751700675
89664,3.935235238095242
89665,3.80425619408369
89666,4.045719756235825
89667,2.3591505102040773
89668,4.070901972789102
89669,3.6060331802720924
89670,3.368516502307212
89671,2.3618215929705197
89672,2.4486370748299446
89673,4.135442585033991
89674,1.4570738208616834
89675,3.971333061224467
89676,3.6563083915687438
89677,4.475117405689547
89678,3.811047482993177
89679,4.22740386490494
89680,3.0692639455782333
89681,4.458943571428566
89682,3.852895034013613
89683,3.6768371088435354
89684,4.4991889455782275
89685,3.868835351473916
89686,4.466749183673489
89687,2.69231976949208
89688,2.8751101700680253
89689,4.2895261904761535
89690,2.3190992517006714
89691,3.394710476190461
89692,1.5421136885733306
89693,4.007377942176869
89694,4.314310068027174
89695,4.12396471809936
89696,3.674204523809527
89697,3.648676655328809
89698,3.8687649880476687
89699,3.698949319727892
89700,2.572641423497139
89701,4.021296513605432
89702,2.9764916666666634
89703,3.989751045145336
89704,3.799616313131322
89705,3.2752927891156554
89706,1.2088014285714321
89707,4.308772380952385
89708,3.4200855328798174
89709,2.2495520263863127
89710,2.8418403401360814
89711,2.715021683673469
89712,3.9959048840445246
89713,3.3872052040816367
89714,4.457024625850335
89715,1.2242016213151952
89716,3.7715010884353948
89717,1.6939805782312933
89718,4.631358106575961
89719,4.44380897959182
89720,2.8661568568336424
89721,3.1528970238095275
89722,3.8219721428571343
89723,3.282627653061245
89724,2.3169155102040726
89725,3.8937406462584776
89726,2.8062213311688295
89727,3.3246977551020214
89728,3.385820425170073
89729,4.0347251365697785
89730,2.2127965929705233
89731,4.0791188321995335
89732,3.0751571428571656
89733,3.429068724489781
89734,3.8315767857142893
89735,4.129052001133779
89736,3.8671646258503345
89737,3.1333336054421834
89738,4.321256904761891
89739,3.2004320408163167
89740,4.559225204081659
89741,3.235936394557831
89742,3.8173617346938746
89743,3.494648291074011
89744,3.141961326530608
89745,3.3067306802720875
89746,3.2265901020408188
89747,3.3545771428571594
89748,1.1222576190476141
89749,2.6887259240362944
89750,3.840311323438466
89751,2.8532953039714255
89752,3.934538401360557
89753,3.4115044784580526
89754,3.6708577741702713
89755,3.784569948979597
89756,4.192691938775529
89757,3.404353061224489
89758,4.197706968031962
89759,3.674853656462575
89760,3.015911241496577
89761,3.2048361558481164
89762,3.2654960271672766
89763,3.348539730210264
89764,3.612446082766441
89765,2.8694111591384783
89766,3.0441335884353813
89767,3.8106478968253903
89768,3.660732585034034
89769,3.961491275510198
89770,2.1362255782313
89771,4.897245113378687
89772,3.3418370238095245
89773,4.537998180272108
89774,4.702190448876519
89775,3.956369897959163
89776,2.665940442176875
89777,4.501667346938789
89778,2.1375420748299305
89779,3.7186022108843346
89780,3.725769750566892
89781,3.3895684693877484
89782,3.6883481802721145
89783,3.8072263605442003
89784,3.0209290754483638
89785,3.420811422902484
89786,4.267052755102032
89787,3.75080777777777
89788,4.2953723809523785
89789,4.5517004648526065
89790,3.584160408163268
89791,4.050705015976088
89792,3.5113748242630347
89793,3.659326472020046
89794,3.3357068594104358
89795,3.289081870748305
89796,1.5938398072562365
89797,2.535963707482995
89798,3.3819859353741535
89799,2.357206575963707
89800,2.4354749206349195
89801,3.0507087528344727
89802,2.527142653061212
89803,4.857444036281161
89804,2.626579013605444
89805,3.027619795918357
89806,4.685032857142831
89807,4.4326194557822935
89808,3.715768928571431
89809,2.595714371263658
89810,3.9739687074829972
89811,3.423030753968256
89812,3.013113163265288
89813,4.280026904761891
89814,4.594092619047625
89815,2.3139423469387825
89816,2.2362639002267515
89817,4.069836462585031
89818,3.275981509997935
89819,3.0195731988249723
89820,3.267765238095219
89821,3.9460970748299586
89822,3.6293637414966002
89823,3.473373061224491
89824,3.3780191666666477
89825,4.548094723768267
89826,4.170880158730153
89827,4.202857148526074
89828,3.4300707142857214
89829,2.7447982653061325
89830,3.892351513605435
89831,4.150022346938748
89832,4.111816258503399
89833,4.317898667285082
89834,3.4042740136054137
89835,3.323060238095239
89836,3.3706401360544307
89837,3.06153410997733
89838,3.8836889455782257
89839,3.669637742530701
89840,3.496490850340139
89841,3.5809019727891127
89842,2.8187152721088533
89843,3.3928588826253048
89844,2.9021832251082333
89845,4.000983911564613
89846,3.592663537414956
89847,1.8771115986394502
89848,4.008377006802708
89849,3.2848910204081747
89850,2.9975328571428626
89851,3.931835748299316
89852,2.7230414852607683
89853,3.993955125231905
89854,3.923843168418874
89855,2.694319920634925
89856,4.078223469387759
89857,4.112350498866213
89858,3.921240238095226
89859,3.871586054421775
89860,2.8957716079159
89861,4.016013537414969
89862,4.292239478458045
89863,4.426892482993192
89864,2.0026299659863933
89865,3.956421182745833
89866,4.268729750566867
89867,4.088252755102017
89868,4.268882551020378
89869,2.726671564625856
89870,3.882621553287984
89871,3.9591675881261517
89872,4.515834829931992
89873,3.461527057823132
89874,2.7554378571428617
89875,2.771518333333325
89876,4.300274285714315
89877,4.487560707070711
89878,4.3038011904761655
89879,3.939124240362806
89880,3.4780232653061147
89881,3.8455104483611544
89882,3.3942972448979565
89883,3.3055288095238375
89884,3.1508656122449104
89885,4.259183730158718
89886,4.262376088435363
89887,2.697431666666671
89888,3.828414761904766
89889,4.300468775510219
89890,4.064582619047627
89891,4.0484838095238205
89892,3.5835923809523877
89893,3.608874608843532
89894,3.993491564625853
89895,3.442872551020423
89896,2.942883265306125
89897,3.1171626870748197
89898,3.6277429591836645
89899,4.265982254174396
89900,3.7854166666666793
89901,4.180157210884324
89902,4.223847662258383
89903,4.581127619047644
89904,4.435088962585028
89905,2.7934326643990874
89906,4.425970114924757
89907,3.2865948160173106
89908,2.8870934150373397
89909,3.7253451020408153
89910,3.041767006802708
89911,3.3341359013605514
89912,4.260448775510194
89913,3.8659173809523795
89914,3.501465867346943
89915,4.023998656462592
89916,3.6947403174603233
89917,2.3330712585034035
89918,2.837345034013613
89919,3.3203816666666683
89920,3.510065003092141
89921,4.120321587301587
89922,3.31390026077098
89923,3.400584625850364
89924,2.546361666666669
89925,2.8837441609977392
89926,3.800637414965991
89927,4.0014935606060655
89928,3.1984611734694077
89929,3.801844115646259
89930,3.743080389095041
89931,3.5089823809523835
89932,3.4061489285714406
89933,3.5807330612244876
89934,2.9493639512471646
89935,2.356878163265293
89936,3.4690551700680317
89937,2.8920948979591947
89938,2.4723012925170074
89939,3.963568163265301
89940,4.266438061224461
89941,4.056113361677999
89942,4.602036253865183
89943,2.7280864399092954
89944,4.117753533292103
89945,3.614366122448977
89946,3.4500268774479492
89947,2.792331345083491
89948,3.46369880952383
89949,4.1145522619047545
89950,3.9404340929705084
89951,4.3958756462584985
89952,4.124381632653063
89953,4.185114608843541
89954,3.552302908163263
89955,3.4452182312925257
89956,1.8815724145299149
89957,2.5350883333333343
89958,3.888808299319715
89959,3.425770034013569
89960,2.860833707482992
89961,4.064256530612223
89962,3.334216848072563
89963,3.526484285714284
89964,3.0706516553287955
89965,2.2545598979591794
89966,4.739160365626449
89967,4.398592091836766
89968,3.7171289002267565
89969,4.164076547619062
89970,2.928549897959177
89971,3.6625016269841444
89972,3.622617057823141
89973,4.289977335600891
89974,4.298612823129273
89975,3.390088452380943
89976,3.442456179138336
89977,4.9004900167526255
89978,3.1887864965986434
89979,3.1836001020408027
89980,3.6872454081632577
89981,3.434083911564612
89982,3.933415612244877
89983,3.5257306139891846
89984,4.766247534013614
89985,3.7154976020407933
89986,2.271606598639457
89987,3.3622688626056494
89988,4.154160937435586
89989,4.565641615646262
89990,3.9875693027210772
89991,3.467410226757377
89992,4.071050941043086
89993,3.8535811111111133
89994,4.440825578231288
89995,2.7121510731530383
89996,4.629376337868481
89997,4.6673712471655335
89998,3.8698192857142697
89999,2.74282540816325
90000,3.0580362414965925
90001,4.253918265306103
90002,4.213628333333308
90003,3.384768114306325
90004,2.2811940476190498
90005,4.434292074829901
90006,4.170834183673443
90007,3.845869795918374
90008,2.2226697077922113
90009,3.380517409297053
90010,3.2473550340136166
90011,2.8017017687074763
90012,4.217281496598627
90013,2.791732142857139
90014,2.0211886394557887
90015,2.2067556802721118
90016,3.80881934240361
90017,3.624079030612247
90018,2.5856199659863757
90019,3.2640475510204072
90020,3.4234635941042924
90021,3.939099512471651
90022,3.1953219047619035
90023,4.0016979931972765
90024,2.123830691609985
90025,3.9378585884353736
90026,3.220061961451249
90027,3.924209047619041
90028,2.979745646258488
90029,4.169090578231308
90030,2.966914036281176
90031,4.567539625850373
90032,2.0469731632653203
90033,1.8909559317071798
90034,3.5862004081632834
90035,3.9144842857142734
90036,3.939518979591818
90037,4.104106190476168
90038,3.952201462585021
90039,4.621552346938789
90040,3.4132469387755133
90041,3.3388084013605273
90042,2.612060034013617
90043,3.7963197619047646
90044,3.642051020408172
90045,3.7969239455781882
90046,3.317088775510203
90047,3.609122278911563
90048,3.5073003061224433
90049,3.988225924036279
90050,4.156866254895899
90051,3.5304803911564737
90052,3.9430229365079192
90053,4.088093673469378
90054,4.03165095238093
90055,2.76850719954649
90056,3.0263339512471483
90057,2.987433027210893
90058,3.2839407482993335
90059,4.038461258503402
90060,3.503788197278911
90061,2.3493567346938815
90062,3.7237652040816194
90063,3.3228632482993077
90064,4.196879285714287
90065,3.632936768707483
90066,4.10444764326943
90067,4.44081957689136
90068,3.213564523809528
90069,2.734408129251688
90070,3.798156090130387
90071,2.332422176870738
90072,2.8496950000000147
90073,3.7717286848072504
90074,3.855247040816349
90075,2.832864319727907
90076,4.07656418264275
90077,4.268123752834453
90078,3.561236360544212
90079,3.7591711214182753
90080,2.7206117687074842
90081,4.056203333333324
90082,3.832179727891165
90083,3.497015187074837
90084,3.8159456972789223
90085,4.0463452947845635
90086,3.733140459183666
90087,4.19886592403627
90088,4.280931167800466
90089,3.2276548453927054
90090,3.0614452380952293
90091,3.4979985714285813
90092,4.844776412040345
90093,3.9995351069169067
90094,3.4033443027210946
90095,3.5232230102040845
90096,2.5021493877551
90097,3.220762619047629
90098,3.7109997108843444
90099,3.7037702721088475
90100,2.3989248299319943
90101,3.4186736507936395
90102,2.5487664625850366
90103,2.771643327664401
90104,3.628823463718795
90105,2.6961510884353754
90106,3.7808266836734687
90107,3.1698511796536866
90108,3.516607221706871
90109,3.026477494331078
90110,3.944728027210877
90111,3.771740124716551
90112,2.6532641156462713
90113,3.1206270408163364
90114,2.8677795011337937
90115,2.115762006802728
90116,3.803994750566893
90117,3.4511626530612234
90118,3.3228260374149943
90119,3.5566314795918403
90120,2.874814421768711
90121,4.262469948979572
90122,3.496380578231307
90123,3.5596001643991015
90124,3.664525408163297
90125,3.8043926190476234
90126,2.6187105442176914
90127,3.858012721088443
90128,3.6230815986394944
90129,3.839259761904769
90130,3.8137985374149626
90131,3.608643639455765
90132,3.420229183673475
90133,3.734513163265304
90134,2.530165884353756
90135,3.8954505328798263
90136,1.6337416326530627
90137,3.590142063492058
90138,3.4219863605441994
90139,4.720019698674345
90140,4.691855714285712
90141,3.384974970109254
90142,3.1015188151927466
90143,3.1835430272108813
90144,4.4136868027210925
90145,2.5539399659864084
90146,3.7413604937126497
90147,3.7733794217687096
90148,4.260408435374144
90149,2.0647785827664378
90150,3.114041666666688
90151,4.341774602936739
90152,4.096535633295274
90153,4.454755357142886
90154,2.760309410430838
90155,3.3108853331192787
90156,4.015889841269846
90157,2.427168146258505
90158,3.8247209126984316
90159,3.731457817975676
90160,4.4754331972788925
90161,2.103958063285916
90162,3.380252074829932
90163,2.854233150896727
90164,3.534123469387769
90165,3.1321207823129473
90166,3.0546648752834464
90167,4.257377929864251
90168,2.2570487358276647
90169,4.06892065589173
90170,4.178560629251722
90171,3.6927250850340014
90172,2.520216088435379
90173,3.2928269310451403
90174,3.72553781179139
90175,4.004154070294794
90176,2.762930589569188
90177,2.003597482993201
90178,3.3226822108843512
90179,2.240177823129252
90180,4.360766734693869
90181,2.888365170068023
90182,4.2204996258503265
90183,4.134906088435378
90184,2.8254072448979675
90185,2.2625692006802582
90186,2.455774897959204
90187,3.6404104205318597
90188,3.5914887755102103
90189,2.8042647959183604
90190,3.7860066666666703
90191,3.9954158843537146
90192,4.218563707482994
90193,3.9851049319727796
90194,4.363339659863926
90195,2.1921807142857284
90196,4.330996258503386
90197,3.4842031519274332
90198,2.965867925170065
90199,3.8835751587301344
90200,3.1227680725623586
90201,4.088747755102028
90202,2.8076898299319692
90203,3.9168045830756286
90204,1.391479166666665
90205,4.133923877551037
90206,2.6368160245310204
90207,3.2073953514739424
90208,3.0919692517006947
90209,3.550429490527104
90210,3.212134149659861
90211,4.329036360544197
90212,4.035190068027192
90213,2.9669646258503364
90214,3.2409876360544123
90215,3.9806171995464767
90216,2.2968507936507936
90217,3.01129602040817
90218,3.97869051020407
90219,4.271092653061227
90220,2.6127964795918452
90221,3.7423990986394546
90222,2.846876666666666
90223,3.208609379509382
90224,4.012406571840862
90225,4.061981904761923
90226,2.7414787471655337
90227,3.4062879741885115
90228,3.1566479591836716
90229,3.8785910459183754
90230,1.5926388095238104
90231,3.375862284580498
90232,4.4720490136054245
90233,2.6321427040816285
90234,3.8374312755102067
90235,4.063210555555546
90236,4.531399506802723
90237,3.2937938095237906
90238,4.222599897959148
90239,4.69466235328164
90240,3.5859750793650718
90241,3.4436391579055874
90242,3.760906882086172
90243,4.186041445578224
90244,4.27618606009069
90245,4.507412176870748
90246,3.7316376870748313
90247,3.2023196598639476
90248,3.5805662492269565
90249,3.4512491893423993
90250,1.142465221088436
90251,4.383732993197277
90252,2.370156428571419
90253,4.596910341062998
90254,3.477351861987224
90255,3.833305064419703
90256,2.2121382653061255
90257,0.9973535714285715
90258,3.294155714285711
90259,1.7400874376417277
90260,2.919888412698412
90261,3.7983956802721086
90262,3.3189658503401476
90263,3.9181046598639213
90264,3.0973304761904825
90265,2.977152993197278
90266,3.96047729437229
90267,4.285751666666652
90268,3.83563612244898
90269,2.360736360544227
90270,3.007071802721084
90271,3.1600221445617893
90272,4.693518503401367
90273,1.5834369387755163
90274,4.461334064625855
90275,4.017302074829934
90276,3.799158684807257
90277,4.012686655328805
90278,2.8279496825396757
90279,3.7111830952380966
90280,2.663544195011339
90281,4.648340000000015
90282,4.25063357142857
90283,3.217221054421793
90284,3.138262244897959
90285,3.6823091723356325
90286,2.0961262698412595
90287,1.5766723469387764
90288,2.3734169614512366
90289,3.430298299319723
90290,4.124409749020818
90291,3.211595034013604
90292,2.008679795918369
90293,2.6761271088435334
90294,3.5823210884353887
90295,3.350019880952374
90296,4.277135315121385
90297,3.3218085374149613
90298,4.168204744897939
90299,3.990353049886623
90300,3.579736417233577
90301,2.1790516666666484
90302,4.067130238095241
90303,4.682180487528332
90304,3.3027698979592146
90305,2.8795477154194944
90306,3.902674489795912
90307,4.278881451247139
90308,3.8364496088435387
90309,4.1974011755308185
90310,3.9988458163265133
90311,2.867829603174611
90312,3.78585142857142
90313,3.810517040816323
90314,3.758875
90315,2.396604812925173
90316,0.4879077664399073
90317,4.077069455782341
90318,3.7518963775510303
90319,3.2354443650793825
90320,2.9912752721088465
90321,3.968415340136039
90322,4.312584013605438
90323,2.7419179591836653
90324,3.8191176530612254
90325,3.5938850623582748
90326,3.4205044532055346
90327,3.7064309523809458
90328,3.657548095238105
90329,3.8234551020408154
90330,3.977295765306125
90331,3.3012908581497835
90332,4.444082976190472
90333,2.364525839002275
90334,4.1304219047619
90335,3.846388809523807
90336,4.147858151927466
90337,3.6479540672422774
90338,3.9993712244898147
90339,3.388684319727899
90340,3.6976782653061173
90341,4.150705306122496
90342,2.924549825293754
90343,3.6378331292517356
90344,3.851334189342411
90345,3.2300783333333234
90346,3.7517966326530456
90347,2.3998447193760937
90348,3.183866428571427
90349,2.5819573809523884
90350,3.681496360544216
90351,4.063472857142856
90352,2.8391733673469433
90353,3.28591884353744
90354,4.187690459183663
90355,3.1379251020408154
90356,3.0399651247165504
90357,4.3363203061224675
90358,4.26050953447346
90359,3.082456598639447
90360,3.8754961564625865
90361,3.643053435374153
90362,4.041745748299306
90363,2.8063286023500376
90364,2.0871518140589522
90365,3.2235079591836633
90366,3.1064138775510104
90367,4.603493333333321
90368,3.598592761286325
90369,3.7877461054421806
90370,3.2527451020408287
90371,1.8137063917035343
90372,3.913000272108837
90373,3.70098091836735
90374,4.511688249845392
90375,3.485985238095231
90376,3.456505294784569
90377,3.2109632745825656
90378,3.7624739002267567
90379,3.7555864625850135
90380,3.900853503401356
90381,3.260112176870726
90382,3.123003418367342
90383,4.41119802721088
90384,2.3736818253968313
90385,4.100507721088464
90386,4.236845816326532
90387,3.381375952380948
90388,4.064867789115658
90389,3.496356989795905
90390,3.72284193877551
90391,4.203869285714268
90392,2.6926358163265514
90393,4.578632261904756
90394,2.5588319047619152
90395,3.3676608843537648
90396,3.9076405797773597
90397,3.2660933673469215
90398,4.531081972789115
90399,4.406697624716551
90400,3.852802108843516
90401,3.149776885693671
90402,3.553308571428562
90403,2.7113572448979513
90404,3.5676968027210925
90405,2.933001088435371
90406,1.5535064965986394
90407,3.8221138095238
90408,4.351534336734694
90409,4.241249693877529
90410,2.6799839115646327
90411,3.2195285395556765
90412,3.7814091213152006
90413,4.291373843537414
90414,3.3441106122448803
90415,4.319972440733849
90416,2.7183224829932047
90417,4.243331043083899
90418,2.376071768707482
